PORTUGUESE SYLLABIFIED WORD LIST - COMPLETE (CAO FIXED)
Generated by Portuguese Syllabification Algorithm
Fixed: 'qu' words and 'cao' words now properly syllabified
============================================================
Format: ORIGINAL_WORD    syllabified-word
INSATURADO           in-sa-tu-ra-do
INSATURAVEL          in-sa-tu-ra-vel
INSCREVER            in-sc-re-ver
INSCRICAO            in-sc-ri-CAO
INSCRITO             in-sc-ri-to
INSEGURANCA          in-se-gu-ran-ca
INSEGURO             in-se-gu-ro
INSEMINACAO          in-se-mi-na-CAO
INSEMINAR            in-se-mi-nar
INSENSATEZ           in-sen-sa-tez
INSENSATO            in-sen-sa-to
INSENSIBILIDADE      in-sen-si-bi-li-da-de
INSENSIBILIZACAO     in-sen-si-bi-li-za-CAO
INSENSIBILIZAR       in-sen-si-bi-li-zar
INSENSIVEL           in-sen-si-vel
INSEPARAVEL          in-se-pa-ra-vel
INSEPARAVELMENTE     in-se-pa-ra-vel-men-te
INSERCAO             in-ser-CAO
INSERIR              in-se-rir
INSETICIDA           in-se-ti-ci-da
INSETIVORO           in-se-ti-vo-ro
INSETO               in-se-to
INSETOS              in-se-tos
INSIDIA              in-si-di-a
INSIDIOSO            in-si-di-o-so
INSIGHT              in-sigh-t
INSIGNE              in-sig-ne
INSIGNIA             in-sig-ni-a
INSIGNIFICANCIA      in-sig-ni-fi-can-ci-a
INSIGNIFICANTE       in-sig-ni-fi-can-te
INSINCERIDADE        in-sin-ce-ri-da-de
INSINCERO            in-sin-ce-ro
INSINUACAO           in-si-nu-a-CAO
INSINUAR             in-si-nu-ar
INSIPIDEZ            in-si-pi-dez
INSIPIDO             in-si-pi-do
INSISTENCIA          in-sis-ten-ci-a
INSISTENTE           in-sis-ten-te
INSISTIR             in-sis-tir
INSOCIAVEL           in-so-ci-a-vel
INSOFISMAVEL         in-so-fis-ma-vel
INSOLACAO            in-so-la-CAO
INSOLAR              in-so-lar
INSOLENCIA           in-so-len-ci-a
INSOLENTE            in-so-len-te
INSOLITO             in-so-li-to
INSOLUBILIDADE       in-so-lu-bi-li-da-de
INSOLUVEL            in-so-lu-vel
INSOLVENCIA          in-sol-ven-ci-a
INSOLVENTE           in-sol-ven-te
INSONDAVEL           in-son-da-vel
INSONE               in-so-ne
INSONIA              in-so-ni-a
INSOSSO              in-sos-so
INSPECAO             in-spe-CAO
INSPECIONAR          in-spe-ci-o-nar
INSPETOR             in-spe-tor
INSPETORIA           in-spe-to-ri-a
INSPIRACAO           in-spi-ra-CAO
INSPIRADO            in-spi-ra-do
INSPIRAR             in-spi-rar
INSTABILIDADE        in-sta-bi-li-da-de
INSTALACAO           in-sta-la-CAO
INSTALADOR           in-sta-la-dor
INSTALADORA          in-sta-la-do-ra
INSTALAR             in-sta-lar
INSTANCIA            in-stan-ci-a
INSTANTANEO          in-stan-ta-ne-o
INSTANTE             in-stan-te
INSTAR               in-star
INSTAURACAO          in-stau-ra-CAO
INSTAURAR            in-stau-rar
INSTAVEL             in-sta-vel
INSTIGACAO           in-sti-ga-CAO
INSTIGADOR           in-sti-ga-dor
INSTIGANTE           in-sti-gan-te
INSTIGAR             in-sti-gar
INSTINTIVO           in-stin-ti-vo
INSTINTO             in-stin-to
INSTITUCIONAL        in-sti-tu-ci-o-nal
INSTITUCIONALIZACAO  in-sti-tu-ci-o-na-li-za-CAO
INSTITUCIONALIZADO   in-sti-tu-ci-o-na-li-za-do
INSTITUCIONALIZAR    in-sti-tu-ci-o-na-li-zar
INSTITUICAO          in-sti-tui-CAO
INSTITUICOES         in-sti-tui-co-es
INSTITUIDO           in-sti-tui-do
INSTITUIDOR          in-sti-tui-dor
INSTITUIR            in-sti-tuir
INSTITUTO            in-sti-tu-to
INSTRUCAO            in-st-ru-CAO
INSTRUCIONAL         in-st-ru-ci-o-nal
INSTRUIR             ins-tru-ir
INSTRUMENTACAO       in-st-ru-men-ta-CAO
INSTRUMENTADOR       in-st-ru-men-ta-dor
INSTRUMENTAL         in-st-ru-men-tal
INSTRUMENTALISMO     in-st-ru-men-ta-lis-mo
INSTRUMENTALISTA     in-st-ru-men-ta-lis-ta
INSTRUMENTAR         in-st-ru-men-tar
INSTRUMENTISTA       in-st-ru-men-tis-ta
INSTRUMENTO          in-st-ru-men-to
INSTRUMENTOS         in-st-ru-men-tos
INSTRUTIVO           in-st-ru-ti-vo
INSTRUTOR            in-st-ru-tor
INSUBJUGAVEL         in-sub-ju-ga-vel
INSUBMERGIVEL        in-sub-mer-gi-vel
INSUBMERSIVEL        in-sub-mer-si-vel
INSUBMISSAO          in-sub-mis-sa-o
INSUBMISSO           in-sub-mis-so
INSUBORDINACAO       in-su-bor-di-na-CAO
INSUBORDINADO        in-su-bor-di-na-do
INSUBORDINAR         in-su-bor-di-nar
INSUBORNAVEL         in-su-bor-na-vel
INSUBSTANCIAL        in-sub-stan-ci-al
INSUBSTITUIVEL       in-sub-sti-tui-vel
INSUCESSO            in-su-ces-so
INSUFICIENCIA        in-su-fi-ci-en-ci-a
INSUFICIENTE         in-su-fi-ci-en-te
INSUFLAR             in-su-flar
INSULADO             in-su-la-do
INSULAMENTO          in-su-la-men-to
INSULAR              in-su-lar
INSULARIDADE         in-su-la-ri-da-de
INSULINA             in-su-li-na
INSULTADO            in-sul-ta-do
INSULTANTE           in-sul-tan-te
INSULTAR             in-sul-tar
INSULTO              in-sul-to
INSUMO               in-su-mo
INSUPERAVEL          in-su-pe-ra-vel
INSUPORTAVEL         in-su-por-ta-vel
INSURGENCIA          in-sur-gen-ci-a
INSURGENTE           in-sur-gen-te
INSURGIR             in-sur-gir
INSURREICAO          in-sur-rei-CAO
INSUSPEITADO         in-sus-pei-ta-do
INSUSPEITO           in-sus-pei-to
INSUSTENTAVEL        in-sus-ten-ta-vel
INTACTO              in-tac-to
INTANGIBILIDADE      in-tan-gi-bi-li-da-de
INTANGIVEL           in-tan-gi-vel
INTE                 in-te
INTEGRA              in-te-gra
INTEGRACAO           in-te-gra-CAO
INTEGRACIONISTA      in-te-gra-ci-o-nis-ta
INTEGRADO            in-te-gra-do
INTEGRAL             in-te-gral
INTEGRALISMO         in-te-gra-lis-mo
INTEGRALISTA         in-te-gra-lis-ta
INTEGRALIZACAO       in-te-gra-li-za-CAO
INTEGRALIZADO        in-te-gra-li-za-do
INTEGRALIZAR         in-te-gra-li-zar
INTEGRANDO           in-te-gran-do
INTEGRANTE           in-te-gran-te
INTEGRAR             in-te-grar
INTEGRAVEL           in-te-gra-vel
INTEGRIDADE          in-te-gri-da-de
INTEGRO              in-te-gro
INTEIRAR             in-tei-rar
INTEIREZA            in-tei-re-za
INTEIRICO            in-tei-ri-co
INTEIRO              in-tei-ro
INTELECTO            in-te-lec-to
INTELECTUAL          in-te-lec-tu-al
INTELECTUALISMO      in-te-lec-tu-a-lis-mo
INTELIGENCIA         in-te-li-gen-ci-a
INTELIGENTE          in-te-li-gen-te
INTELIGIVEL          in-te-li-gi-vel
INTELIJUMENTO        in-te-li-ju-men-to
INTELLIGENTSIA       in-tel-li-gen-tsi-a
INTEMPERANCA         in-tem-pe-ran-ca
INTEMPERIE           in-tem-pe-ri-e
INTEMPESTIVO         in-tem-pes-ti-vo
INTENCAO             in-ten-CAO
INTENCIONADO         in-ten-ci-o-na-do
INTENCIONAL          in-ten-ci-o-nal
INTENCIONAR          in-ten-ci-o-nar
INTENDENTE           in-ten-den-te
INTENDER             in-ten-der
INTENSAMENTE         in-ten-sa-men-te
INTENSAO             in-ten-sa-o
INTENSIDADE          in-ten-si-da-de
INTENSIFICACAO       in-ten-si-fi-ca-CAO
INTENSIFICAR         in-ten-si-fi-car
INTENSIVO            in-ten-si-vo
INTENSO              in-ten-so
INTENTAR             in-ten-tar
INTENTO              in-ten-to
INTENTONA            in-ten-to-na
INTERACAO            in-te-ra-CAO
INTERAGIR            in-te-ra-gir
INTERAMERICANO       in-te-ra-me-ri-ca-no
INTERATIVO           in-te-ra-ti-vo
INTERCALACAO         in-ter-ca-la-CAO
INTERCALADO          in-ter-ca-la-do
INTERCALAR           in-ter-ca-lar
INTERCAMBIAR         in-ter-cam-bi-ar
INTERCAMBIAVEL       in-ter-cam-bi-a-vel
INTERCAMBIO          in-ter-cam-bi-o
INTERCEDER           in-ter-ce-der
INTERCEPCAO          in-ter-cep-CAO
INTERCEPTACAO        in-ter-cep-ta-CAO
INTERCEPTADOR        in-ter-cep-ta-dor
INTERCEPTAR          in-ter-cep-tar
INTERCERVICAL        in-ter-cer-vi-cal
INTERCLUBE           in-ter-clu-be
INTERCOLEGIAL        in-ter-co-le-gi-al
INTERCONTINENTAL     in-ter-con-ti-nen-tal
INTERDEPARTAMENTAL   in-ter-de-par-ta-men-tal
INTERDEPENDENCIA     in-ter-de-pen-den-ci-a
INTERDEPENDENTE      in-ter-de-pen-den-te
INTERDICAO           in-ter-di-CAO
INTERDISCIPLINAR     in-ter-dis-ci-pli-nar
INTERDITADO          in-ter-di-ta-do
INTERDITAR           in-ter-di-tar
INTERESSADO          in-te-res-sa-do
INTERESSANTE         in-te-res-san-te
INTERESSAR           in-te-res-sar
INTERESSE            in-te-res-se
INTERESSEIRO         in-te-res-sei-ro
INTERESTADUAL        in-te-res-ta-du-al
INTERESTELAR         in-te-res-te-lar
INTERFACE            in-ter-fa-ce
INTERFASE            in-ter-fa-se
INTERFERENCIA        in-ter-fe-ren-ci-a
INTERFERIR           in-ter-fe-rir
INTERFEROMETRO       in-ter-fe-ro-me-tro
INTERFIXA            in-ter-fi-xa
INTERFIXO            in-ter-fi-xo
INTERFONE            in-ter-fo-ne
INTERGALACTICO       in-ter-ga-lac-ti-co
INTERGLOSSA          in-ter-glos-sa
INTERGOVERNAMENTAL   in-ter-go-ver-na-men-tal
INTERIM              in-te-rim
INTERINAR            in-te-ri-nar
INTERINIDADE         in-te-ri-ni-da-de
INTERINO             in-te-ri-no
INTERIOR             in-te-ri-or
INTERIORANO          in-te-ri-o-ra-no
INTERIORIZACAO       in-te-ri-o-ri-za-CAO
INTERIORIZAR         in-te-ri-o-ri-zar
INTERJEICAO          in-ter-jei-CAO
INTERLIGACAO         in-ter-li-ga-CAO
INTERLIGADO          in-ter-li-ga-do
INTERLIGAR           in-ter-li-gar
INTERLINGUA          in-ter-lin-gua
INTERLINGUISTICA     in-ter-lin-guis-ti-ca
INTERLINGUISTICO     in-ter-lin-guis-ti-co
INTERLOCUCAO         in-ter-lo-cu-CAO
INTERLOCUTOR         in-ter-lo-cu-tor
INTERLUDIO           in-ter-lu-di-o
INTERMEDIACAO        in-ter-me-di-a-CAO
INTERMEDIAR          in-ter-me-di-ar
INTERMEDIARIA        in-ter-me-di-a-ri-a
INTERMEDIARIO        in-ter-me-di-a-ri-o
INTERMEDIO           in-ter-me-di-o
INTERMEZZO           in-ter-mez-zo
INTERMINAVEL         in-ter-mi-na-vel
INTERMINISTERIAL     in-ter-mi-nis-te-ri-al
INTERMITENCIA        in-ter-mi-ten-ci-a
INTERMITENTE         in-ter-mi-ten-te
INTERNA              in-ter-na
INTERNACAO           in-ter-na-CAO
INTERNACIONAL        in-ter-na-ci-o-nal
INTERNADO            in-ter-na-do
INTERNAMENTO         in-ter-na-men-to
INTERNAR             in-ter-nar
INTERNATO            in-ter-na-to
INTERNAUTAS          in-ter-nau-tas
INTERNEGATIVO        in-ter-ne-ga-ti-vo
INTERNET             in-ter-net
INTERNO              in-ter-no
INTEROCEANICO        in-te-ro-ce-a-ni-co
INTERPELACAO         in-ter-pe-la-CAO
INTERPELADO          in-ter-pe-la-do
INTERPELANTE         in-ter-pe-lan-te
INTERPELAR           in-ter-pe-lar
INTERPESSOAL         in-ter-pes-so-al
INTERPLANETARIO      in-ter-pla-ne-ta-ri-o
INTERPOLACAO         in-ter-po-la-CAO
INTERPOLADO          in-ter-po-la-do
INTERPOLAR           in-ter-po-lar
INTERPOR             in-ter-por
INTERPOSTO           in-ter-pos-to
INTERPOTENTE         in-ter-po-ten-te
INTERPRETACAO        in-ter-pre-ta-CAO
INTERPRETADOR        in-ter-pre-ta-dor
INTERPRETAR          in-ter-pre-tar
INTERPRETE           in-ter-pre-te
INTERROGACAO         in-ter-ro-ga-CAO
INTERROGADO          in-ter-ro-ga-do
INTERROGADOR         in-ter-ro-ga-dor
INTERROGANDO         in-ter-ro-gan-do
INTERROGANTE         in-ter-ro-gan-te
INTERROGAR           in-ter-ro-gar
INTERROGATIVO        in-ter-ro-ga-ti-vo
INTERROGATORIO       in-ter-ro-ga-to-ri-o
INTERROMPER          in-ter-rom-per
INTERROMPIDO         in-ter-rom-pi-do
INTERRUPCAO          in-ter-rup-CAO
INTERRUPTO           in-ter-rup-to
INTERRUPTOR          in-ter-rup-tor
INTERSECCAO          in-ter-sec-CAO
INTERSINDICAL        in-ter-sin-di-cal
INTERSTICIO          in-ter-sti-ci-o
INTERURBANO          in-te-rur-ba-no
INTERVALADO          in-ter-va-la-do
INTERVALO            in-ter-va-lo
INTERVENCAO          in-ter-ven-CAO
INTERVENCIONISMO     in-ter-ven-ci-o-nis-mo
INTERVENCIONISTA     in-ter-ven-ci-o-nis-ta
INTERVENTOR          in-ter-ven-tor
INTERVIR             in-ter-vir
INTERVOCALICO        in-ter-vo-ca-li-co
INTESTINAL           in-tes-ti-nal
INTESTINO            in-tes-ti-no
INTI                 in-ti
INTIMACAO            in-ti-ma-CAO
INTIMAR              in-ti-mar
INTIMIDACAO          in-ti-mi-da-CAO
INTIMIDADE           in-ti-mi-da-de
INTIMIDANTE          in-ti-mi-dan-te
INTIMIDAR            in-ti-mi-dar
INTIMIDATIVO         in-ti-mi-da-ti-vo
INTIMISMO            in-ti-mis-mo
INTIMISTA            in-ti-mis-ta
INTIMO               in-ti-mo
INTIMORATO           in-ti-mo-ra-to
INTITULACAO          in-ti-tu-la-CAO
INTITULAR            in-ti-tu-lar
INTOCADO             in-to-ca-do
INTOCAVEL            in-to-ca-vel
INTOLERANCIA         in-to-le-ran-ci-a
INTOLERANTE          in-to-le-ran-te
INTOLERAVEL          in-to-le-ra-vel
INTOXICACAO          in-to-xi-ca-CAO
INTOXICAR            in-to-xi-car
INTRACELULAR         in-tra-ce-lu-lar
INTRACRANIANO        in-tra-cra-ni-a-no
INTRADERMICO         in-tra-der-mi-co
INTRADUZIVEL         in-tra-du-zi-vel
INTRAGAVEL           in-tra-ga-vel
INTRANQUILIDADE      in-tran-qui-li-da-de
INTRANQUILIZAR       in-tran-qui-li-zar
INTRANQUILO          in-tran-qui-lo
INTRANSFERIVEL       in-tran-sfe-ri-vel
INTRANSIGENCIA       in-tran-si-gen-ci-a
INTRANSIGENTE        in-tran-si-gen-te
INTRANSITAVEL        in-tran-si-ta-vel
INTRANSITIVO         in-tran-si-ti-vo
INTRANSMISSIVEL      in-tran-smis-si-vel
INTRANSPONIVEL       in-tran-spo-ni-vel
INTRAOCULAR          in-tra-o-cu-lar
INTRATAVEL           in-tra-ta-vel
INTRAUTERINO         in-trau-te-ri-no
INTRAVENOSO          in-tra-ve-no-so
INTREPIDEZ           in-tre-pi-dez
INTREPIDO            in-tre-pi-do
INTRICADO            in-tri-ca-do
INTRIGA              in-tri-ga
INTRIGANTE           in-tri-gan-te
INTRIGAR             in-tri-gar
INTRIGUISTA          in-trig-uis-ta
INTRINCADO           in-trin-ca-do
INTRINCAR            in-trin-car
INTRINSECO           in-trin-se-co
INTRODUCAO           in-tro-du-CAO
INTRODUTORIO         in-tro-du-to-ri-o
INTRODUZIR           in-tro-du-zir
INTROJECAO           in-tro-je-CAO
INTROMETER           in-tro-me-ter
INTROMETIDO          in-tro-me-ti-do
INTROMETIMENTO       in-tro-me-ti-men-to
INTROMISSAO          in-tro-mis-sa-o
INTROSPECCAO         in-tros-pec-CAO
INTROSPECTIVIDADE    in-tros-pec-ti-vi-da-de
INTROSPECTIVO        in-tros-pec-ti-vo
INTROVERSAO          in-tro-ver-sa-o
INTROVERTER          in-tro-ver-ter
INTROVERTIDO         in-tro-ver-ti-do
INTRUSAO             in-tru-sa-o
INTRUSO              in-tru-so
INTUBACAO            in-tu-ba-CAO
INTUBAR              in-tu-bar
INTUICAO             in-tui-CAO
INTUIR               in-tuir
INTUITIVISMO         in-tui-ti-vis-mo
INTUITIVO            in-tui-ti-vo
INTUITO              in-tui-to
INTUMESCENCIA        in-tu-mes-cen-ci-a
INTUMESCENTE         in-tu-mes-cen-te
INTUMESCER           in-tu-mes-cer
INTUMESCIDO          in-tu-mes-ci-do
INTUMESCIMENTO       in-tu-mes-ci-men-to
INUMANO              i-nu-ma-no
INUMERAVEL           i-nu-me-ra-vel
INUMERO              i-nu-me-ro
INUNDACAO            i-nun-da-CAO
INUNDADO             i-nun-da-do
INUNDAMENTO          i-nun-da-men-to
INUNDANTE            i-nun-dan-te
INUNDAR              i-nun-dar
INUNDAVEL            i-nun-da-vel
INUSITADO            i-nu-si-ta-do
INUTIL               i-nu-til
INUTILIDADE          i-nu-ti-li-da-de
INUTILIZAR           i-nu-ti-li-zar
INUTILIZAVEL         i-nu-ti-li-za-vel
INVADIR              in-va-dir
INVALIDACAO          in-va-li-da-CAO
INVALIDADO           in-va-li-da-do
INVALIDAR            in-va-li-dar
INVALIDEZ            in-va-li-dez
INVALIDO             in-va-li-do
INVARIABILIDADE      in-va-ri-a-bi-li-da-de
INVARIANCIA          in-va-ri-an-ci-a
INVARIANTE           in-va-ri-an-te
INVARIAVEL           in-va-ri-a-vel
INVASAO              in-va-sa-o
INVASOR              in-va-sor
INVECTIVA            in-vec-ti-va
INVECTIVAR           in-vec-ti-var
INVECTIVO            in-vec-ti-vo
INVEJA               in-ve-ja
INVEJADO             in-ve-ja-do
INVEJAR              in-ve-jar
INVEJAVEL            in-ve-ja-vel
INVEJOSO             in-ve-jo-so
INVENCAO             in-ven-CAO
INVENCIBILIDADE      in-ven-ci-bi-li-da-de
INVENCIVEL           in-ven-ci-vel
INVENTAR             in-ven-tar
INVENTARIACAO        in-ven-ta-ri-a-CAO
INVENTARIADO         in-ven-ta-ri-a-do
INVENTARIANTE        in-ven-ta-ri-an-te
INVENTARIAR          in-ven-ta-ri-ar
INVENTARIO           in-ven-ta-ri-o
INVENTIVIDADE        in-ven-ti-vi-da-de
INVENTIVO            in-ven-ti-vo
INVENTO              in-ven-to
INVENTOR             in-ven-tor
INVERDADE            in-ver-da-de
INVERIDICO           in-ve-ri-di-co
INVERIFICAVEL        in-ve-ri-fi-ca-vel
INVERNACAO           in-ver-na-CAO
INVERNADA            in-ver-na-da
INVERNAL             in-ver-nal
INVERNAR             in-ver-nar
INVERNO              in-ver-no
INVEROSSIMIL         in-ve-ros-si-mil
INVEROSSIMILHANCA    in-ve-ros-si-mi-lhan-ca
INVERSA              in-ver-sa
INVERSAO             in-ver-sa-o
INVERSO              in-ver-so
INVERSOR             in-ver-sor
INVERTASE            in-ver-ta-se
INVERTEBRADO         in-ver-te-bra-do
INVERTER             in-ver-ter
INVES                in-ves
INVESTIDA            in-ves-ti-da
INVESTIDOR           in-ves-ti-dor
INVESTIDURA          in-ves-ti-du-ra
INVESTIGACAO         in-ves-ti-ga-CAO
INVESTIGADO          in-ves-ti-ga-do
INVESTIGADOR         in-ves-ti-ga-dor
INVESTIGAR           in-ves-ti-gar
INVESTIMENTO         in-ves-ti-men-to
INVESTIR             in-ves-tir
INVETERADO           in-ve-te-ra-do
INVIABILIDADE        in-vi-a-bi-li-da-de
INVIABILIZAR         in-vi-a-bi-li-zar
INVIAVEL             in-vi-a-vel
INVICTO              in-vic-to
INVINGADO            in-vin-ga-do
INVIOLABILIDADE      in-vi-o-la-bi-li-da-de
INVIOLADO            in-vi-o-la-do
INVIOLAVEL           in-vi-o-la-vel
INVISIBILIDADE       in-vi-si-bi-li-da-de
INVISIVEL            in-vi-si-vel
INVOCACAO            in-vo-ca-CAO
INVOCADO             in-vo-ca-do
INVOCAR              in-vo-car
INVOLUCRO            in-vo-lu-cro
INVOLUNTARIO         in-vo-lun-ta-ri-o
INVULNERABILIDADE    in-vul-ne-ra-bi-li-da-de
INVULNERAVEL         in-vul-ne-ra-vel
INZONEIRO            in-zo-nei-ro
IO                   io
IODADO               i-o-da-do
IODAR                i-o-dar
IODO                 i-o-do
IOF                  i-of
IOGA                 i-o-ga
IOGUE                i-og-ue
IOGURTE              i-o-gur-te
IOIO                 i-oi-o
ION                  i-on
IONICA               i-o-ni-ca
IONICO               i-o-ni-co
IONIZACAO            i-o-ni-za-CAO
IONIZADO             i-o-ni-za-do
IONIZANTE            i-o-ni-zan-te
IONIZAR              i-o-ni-zar
IONOSFERA            i-o-nos-fe-ra
IORUBA               i-o-ru-ba
IOTA                 i-o-ta
IP                   ip
IPE                  i-pe
IPSILON              ip-si-lon
IR                   ir
IRA                  i-ra
IRACUNDO             i-ra-cun-do
IRADO                i-ra-do
IRANIANO             i-ra-ni-a-no
IRAQUIANO            i-raq-ui-a-no
IRAR                 i-rar
IRASCIBILIDADE       i-ras-ci-bi-li-da-de
IRASCIVEL            i-ras-ci-vel
IRIA                 i-ri-a
IRIDIO               i-ri-di-o
IRIS                 i-ris
IRLANDES             ir-lan-des
IRMA                 ir-ma
IRMANAR              ir-ma-nar
IRMANDADE            ir-man-da-de
IRMAO                ir-ma-o
IRMAOS               ir-ma-os
IRONIA               i-ro-ni-a
IRONICO              i-ro-ni-co
IRONIZAR             i-ro-ni-zar
IROQUES              i-roq-ues
IRRA                 ir-ra
IRRACIONAL           ir-ra-ci-o-nal
IRRACIONALIDADE      ir-ra-ci-o-na-li-da-de
IRRACIONALISMO       ir-ra-ci-o-na-lis-mo
IRRADIACAO           ir-ra-di-a-CAO
IRRADIANTE           ir-ra-di-an-te
IRRADIAR             ir-ra-di-ar
IRREAL               ir-re-al
IRREALIZAVEL         ir-re-a-li-za-vel
IRRECONCILIAVEL      ir-re-con-ci-li-a-vel
IRRECONHECIVEL       ir-re-co-nhe-ci-vel
IRRECORRIVEL         ir-re-cor-ri-vel
IRRECUPERAVEL        ir-re-cu-pe-ra-vel
IRRECUSAVEL          ir-re-cu-sa-vel
IRREDUTIBILIDADE     ir-re-du-ti-bi-li-da-de
IRREDUTIVEL          ir-re-du-ti-vel
IRREFLETIDO          ir-re-fle-ti-do
IRREFLEXAO           ir-re-fle-xa-o
IRREFREAVEL          ir-re-fre-a-vel
IRREFUTABILIDADE     ir-re-fu-ta-bi-li-da-de
IRREFUTAVEL          ir-re-fu-ta-vel
IRREGULAR            ir-re-gu-lar
IRREGULARIDADE       ir-re-gu-la-ri-da-de
IRRELEVANCIA         ir-re-le-van-ci-a
IRRELEVANTE          ir-re-le-van-te
IRREMEDIAVEL         ir-re-me-di-a-vel
IRREPARAVEL          ir-re-pa-ra-vel
IRREPREENSIVEL       ir-re-pre-en-si-vel
IRREPRIMIVEL         ir-re-pri-mi-vel
IRREPROCHAVEL        ir-re-pro-cha-vel
IRREQUIETO           ir-req-ui-e-to
IRRESISTIVEL         ir-re-sis-ti-vel
IRRESOLUTO           ir-re-so-lu-to
IRRESOLUVEL          ir-re-so-lu-vel
IRRESPIRAVEL         ir-res-pi-ra-vel
IRRESPONDIVEL        ir-res-pon-di-vel
IRRESPONSABILIDADE   ir-res-pon-sa-bi-li-da-de
IRRESPONSAVEL        ir-res-pon-sa-vel
IRRESTRITO           ir-rest-ri-to
IRRETRATAVEL         ir-re-tra-ta-vel
IRREVERENCIA         ir-re-ve-ren-ci-a
IRREVERENTE          ir-re-ve-ren-te
IRREVERSIBILIDADE    ir-re-ver-si-bi-li-da-de
